id,path
151,5 12 28 14 15 33 29 10 8
758,5 12 28 14 15 66 46 10 8
268,11 9 45 49 50 51 15 29 10 4
800,5 9 28 29 76 10 8
267,11 9 45 49 50 51 15 29 10 8
778,11 9 53 54 54 54 10 8
166,22 26 27 27 10 4
799,5 9 28 29 76 10 4
927,5 24 18 55 56 19 57 8
940,5 12 14 65 66 71 15 13 4
493,11 9 61 63 64 68 20
779,11 9 53 54 54 54 10 4
131,11 9 12 26 26 14 15 29 10 8
296,5 9 53 54 10 8
733,11 9 12 12 14 15 27 10 4
132,11 9 12 26 26 14 15 29 10 4
297,5 9 53 54 10 4
1039,11 9 35 14 65 66 71 15 13 4
620,5 9 45 49 50 51 15 29 48 10 8
266,5 9 45 49 50 51 15 29 48 10 4
734,11 9 12 12 14 15 27 10 8
164,5 9 26 27 20
1034,22 26 26 26 14 15 27 27 27 20
929,5 12 63 64 13 4
379,5 12 58 14 18 55 56 19 57 8
44,5 6 14 15 16 10 8
617,22 26 14 65 14 15 27 10 4
899,11 9 75 28 14 15 29 13 13 4
855,11 9 77 78 68 60 44 10 8
453,5 6 14 15 33 29 10 8
643,5 6 14 15 16 10 4
452,5 6 14 15 33 29 10 4
798,11 9 75 76 10 8
970,5 9 12 14 15 13 4
835,11 9 77 78 68 60 44 10 4
797,11 9 75 76 10 4
720,11 9 26 14 65 66 71 66 46 10 4
69,5 24 18 19 15 13 10 4
627,5 9 12 14 18 55 56 19 15 7 8
629,22 58 14 18 55 56 19 25 8
719,11 9 26 14 65 66 71 66 46 10 8
347,5 9 12 14 18 55 56 19 15 7 4
606,5 9 26 26 26 14 15 29 70 64 10 8
628,22 58 14 18 55 56 19 25 4
190,11 17 18 19 15 27 10 4
356,5 9 12 14 18 55 56 19 25 4
1,1 2 3 4
157,11 9 35 32 14 15 16 20
605,5 9 26 26 26 14 15 29 70 64 10 4
457,22 28 14 15 33 29 20
359,5 9 12 14 18 55 56 19 25 8
530,5 9 63 69 70 64 10 4
90,5 9 28 29 20
774,11 9 53 54 54 10 8
775,11 9 53 54 54 10 4
189,11 17 18 19 15 27 10 8
68,5 24 18 19 15 13 10 8
1027,11 9 12 28 14 15 27 27 27 10 8
636,11 9 26 14 18 55 56 3 4
526,5 9 63 64 44 68 20
218,5 9 37 39 40 10 8
394,11 9 12 26 26 14 15 29 13 4
318,1 2 55 56 19 15 7 8
86,5 9 26 27 27 13 20
217,5 9 37 39 40 10 4
1026,11 9 12 28 14 15 27 27 27 10 4
996,5 9 12 14 32 14 15 13 4
510,5 9 67 37 32 33 34 10 4
823,5 9 28 29 13 13 13 4
946,11 9 35 14 65 66 71 66 38 13 4
509,5 9 67 37 32 33 34 10 8
83,5 9 26 27 27 13 4
539,11 9 43 63 69 70 64 44 68 10 8
481,11 9 67 68 20
833,11 9 77 78 68 10 8
53,5 18 19 15 13 20
300,5 6 14 15 54 10 4
547,11 9 28 29 70 64 44 20
118,5 6 14 15 7 4
633,5 9 53 14 18 55 56 19 4
418,11 9 61 63 65 66 15 34 10 8
696,5 12 12 13 13 10 8
838,5 9 77 78 68 60 20
117,5 6 14 15 7 8
1012,5 12 12 14 15 29 13 10 8
403,11 9 28 29 60 20
1011,5 12 12 14 15 29 13 10 4
29,5 18 19 15 13 4
417,11 9 61 63 65 66 15 34 10 4
301,5 6 14 15 54 10 8
33,5 12 13 20
663,11 9 28 32 33 34 10 8
50,11 9 23 12 14 15 16 10 8
715,5 9 45 65 66 71 66 46 10 8
10,11 9 12 13 10 4
505,22 28 32 33 38 68 10 4
9,11 9 12 13 10 8
51,11 9 23 12 14 15 16 10 4
504,22 28 32 33 38 68 10 8
952,11 6 14 15 51 52 13 4
527,11 9 63 64 44 68 10 8
528,11 9 63 64 44 68 10 4
332,11 9 58 14 18 55 56 19 4
748,22 26 26 26 14 15 29 13 4
812,5 12 13 13 13 68 10 4
1002,5 12 14 15 13 13 4
813,5 12 13 13 13 68 10 8
105,5 9 30 32 33 34 10 8
285,5 9 28 14 50 14 15 16 10 8
312,5 18 19 15 54 10 8
706,5 9 45 65 66 15 27 20
104,5 9 30 32 33 34 10 4
187,22 26 26 26 14 15 27 10 8
959,11 24 18 19 15 29 10 4
693,11 9 12 13 13 4
933,5 12 37 38 13 4
532,11 9 63 69 70 64 10 8
960,11 24 18 19 15 29 10 8
311,5 18 19 15 54 10 4
531,11 9 63 69 70 64 10 4
698,5 12 12 13 13 13 4
677,22 30 32 33 15 33 29 10 4
63,11 24 18 19 15 13 4
678,22 30 32 33 15 33 29 10 8
188,22 26 26 26 14 15 27 10 4
569,22 26 14 65 66 71 15 27 10 8
286,5 9 28 14 50 14 15 16 10 4
570,22 26 14 65 66 71 15 27 10 4
262,11 9 28 14 15 29 10 8
239,5 24 18 19 15 16 44 10 4
430,5 9 37 32 33 34 10 4
261,11 9 28 14 15 29 10 4
293,11 6 14 15 16 13 4
203,11 24 18 19 15 13 20
238,5 24 18 19 15 16 44 10 8
258,5 9 47 28 14 15 29 10 4
429,5 9 37 32 33 34 10 8
257,5 9 47 28 14 15 29 10 8
948,5 12 14 65 66 71 66 38 13 4
135,5 9 12 26 26 14 15 29 13 4
52,11 17 18 19 15 13 20
112,5 9 35 32 33 15 13 10 4
304,11 6 14 15 16 10 4
133,5 9 12 26 26 14 15 29 10 8
529,11 9 63 64 44 68 20
113,5 9 35 32 33 15 13 10 8
878,5 9 43 75 28 14 15 29 10 8
969,5 12 14 15 13 10 4
134,5 9 12 26 26 14 15 29 10 4
1040,5 9 35 14 65 66 71 15 13 4
864,11 9 53 53 53 14 15 29 10 4
468,5 9 37 32 33 15 54 62 10 4
367,11 9 26 14 18 55 56 19 25 4
314,11 6 14 15 16 10 8
865,11 9 53 53 53 14 15 29 10 8
366,11 9 26 14 18 55 56 19 25 8
644,11 9 30 31 20
591,5 9 28 14 15 29 20
339,11 9 58 14 18 55 56 19 25 8
375,5 2 55 56 19 25 8
55,11 24 25 4
731,5 12 12 14 15 27 10 4
822,5 9 28 29 13 13 4
991,11 9 12 14 32 14 15 33 38 10 8
49,5 9 23 12 14 15 16 10 4
732,5 12 12 14 15 27 10 8
460,5 9 53 54 62 10 4
48,5 9 23 12 14 15 16 10 8
466,11 9 37 32 33 15 54 10 8
461,5 9 53 54 62 10 8
465,11 9 37 32 33 15 54 10 4
685,11 9 53 14 15 66 15 13 4
827,5 9 67 68 60 44 10 4
607,22 26 26 26 14 15 29 10 8
43,5 6 14 15 13 21 10 8
197,11 24 18 19 15 27 10 4
225,11 9 42 39 40 10 4
336,5 9 58 14 18 55 56 19 4
828,5 9 67 68 60 44 10 8
608,22 26 26 26 14 15 29 10 4
42,5 6 14 15 13 21 10 4
196,11 24 18 19 15 27 10 8
226,11 9 42 39 40 10 8
709,22 45 65 66 15 27 10 8
950,5 12 49 50 51 15 66 64 13 4
2,5 6 7 8
753,11 9 28 14 15 66 46 20
376,5 2 55 56 19 25 4
782,11 9 43 75 76 44 20
340,11 9 58 14 18 55 56 19 25 4
615,5 9 26 14 65 14 15 27 10 8
689,11 9 28 32 33 34 10 4
222,22 37 39 40 10 8
515,5 9 63 64 44 20
968,5 12 14 15 13 10 8
1031,11 9 26 26 26 14 15 27 27 10 4
221,22 37 39 40 10 4
1030,11 9 26 26 26 14 15 27 27 10 8
931,11 9 35 14 15 13 4
501,11 9 28 32 33 38 68 10 8
877,22 43 75 28 14 15 29 44 10 8
115,11 9 35 32 33 15 13 10 4
25,11 17 18 19 15 13 4
211,5 9 37 38 20
479,5 9 28 29 13 10 4
1038,5 12 63 65 66 71 15 13 4
708,22 45 65 66 15 27 10 4
480,5 9 28 29 13 10 8
697,5 12 12 13 13 10 4
265,5 9 45 49 50 51 15 29 10 4
951,5 12 49 50 51 15 66 15 13 4
713,11 9 45 65 66 15 27 73 13 4
264,5 9 45 49 50 51 15 29 10 8
832,11 9 77 78 68 10 4
289,5 24 18 19 15 7 8
400,11 9 59 60 20
701,11 9 45 65 66 15 27 10 4
625,11 9 58 14 18 55 56 19 15 13 4
702,11 9 45 65 66 15 27 10 8
288,5 24 18 19 15 7 4
815,22 12 13 13 13 4
20,11 9 12 14 15 16 10 8
116,11 9 35 32 33 15 13 10 8
854,11 9 35 32 33 15 78 68 60 20
945,5 9 35 14 65 66 71 66 38 13 4
564,11 9 26 14 65 66 71 15 27 10 4
660,5 9 53 14 15 66 15 13 4
290,11 24 18 19 15 7 4
79,5 9 12 26 27 13 20
563,11 9 26 14 65 66 71 15 27 10 8
163,11 9 26 27 20
291,11 24 18 19 15 7 8
77,11 9 12 26 27 13 20
371,5 2 55 56 3 36
964,5 9 53 14 15 13 4
310,11 17 18 19 15 54 10 8
1006,5 12 12 14 15 29 10 4
309,11 17 18 19 15 54 10 4
1005,5 12 12 14 15 29 10 8
78,5 9 12 26 27 13 4
